text,severity,category,source
"Elasticsearch Cluster Deadlock Detected A deadlock was detected on the transactions table in the Elasticsearch cluster, leading to significant degradation and some failed transactions. This affected a portion of the payment processing pipeline. Deadlock on the transactions table due to concurrent write operations in the Elasticsearch cluster.",P2,database,synthetic_master
"PostgreSQL Primary WAL Disk Full The primary PostgreSQL database experienced a WAL disk full on /dev/xvda1, leading to significant degradation in transaction processing and customer complaints. Insufficient disk space due to excessive write-ahead log (WAL) files accumulation on the primary PostgreSQL instance.",P2,database,synthetic_master
"Redis Cache Cluster Replication Lag Replication lag of 45 seconds on the read replica caused significant performance degradation, affecting payment transactions and leading to customer complaints. Network latency issues between the primary and read replica servers impacting replication speed.",P2,database,synthetic_master
"Elasticsearch Cluster Failure The Elasticsearch cluster failed with ECONNREFUSED on port 5432, affecting payment transactions and leading to customer complaints. A misconfiguration in the Elasticsearch service caused the database connection to refuse, leading to service degradation.",P2,database,synthetic_master
"PostgreSQL Primary Exceeded Max Connections The PostgreSQL primary database experienced a high connection load, reaching the max_connections limit of 200, leading to some transactions failing and customer complaints increasing. Insufficient connection pool size configuration for concurrent transaction load in production.",P2,database,synthetic_master
"Redis Cache Cluster Deadlock on Transactions A deadlock was detected on the transactions table in the Redis cache cluster, leading to a significant degradation in payment processing and customer complaints. Deadlocks occurred due to concurrent transactions accessing the same data in Redis without proper locking mechanisms.",P2,database,synthetic_master
"Elasticsearch Cluster Disk Space Exhausted The Elasticsearch cluster experienced a WAL disk full issue on /dev/xvda1, leading to significant performance degradation and some payment transactions failing. This impacted a portion of our daily 50 million transactions. Insufficient disk space on the Elasticsearch node's root partition due to excessive log file accumulation.",P2,database,synthetic_master
"PostgreSQL Primary Replication Lag Replication lag of 45 seconds on the PostgreSQL primary caused read operations to fail, impacting 50 million daily transactions and leading to customer complaints. High transaction load and network latency between primary and read replica led to replication lag.",P2,database,synthetic_master
"Redis Cache Cluster Failure A Redis cache cluster failure caused ECONNREFUSED errors on port 5432, leading to payment processing delays and customer complaints. A misconfigured Kubernetes service causing the Redis pods to lose network connectivity.",P2,database,synthetic_master
"Elasticsearch Cluster Overloaded with Too Many Connections The Elasticsearch cluster at FinTechFlow experienced a significant degradation due to reaching the max_connections limit (200), causing some payment transactions to fail and customer complaints to rise. The Elasticsearch cluster was overloaded with too many concurrent connections, exceeding the max_connections limit of 200 set in the configuration.",P2,database,synthetic_master
"PostgreSQL Primary Deadlock Detected A deadlock was detected on the transactions table in the PostgreSQL primary database, leading to significant degradation and some transaction failures. Customers began reporting issues with payment processing. High concurrency on the transactions table caused a deadlock due to conflicting transactions acquiring locks in different orders.",P2,database,synthetic_master
"Redis Cache Cluster Disk Full The Redis cache cluster experienced a disk full issue, specifically on the WAL disk /dev/xvda1, leading to performance degradation and some payment transactions failing. Customer complaints about delayed payments increased. Insufficient disk space due to excessive write-ahead log (WAL) data accumulation in the Kubernetes pod's local ephemeral storage.",P2,database,synthetic_master
"Elasticsearch Replication Lag Caused Performance Degradation Replication lag of 45 seconds on the read replica led to performance degradation and affected payment transactions, resulting in customer complaints. Insufficient resources and misconfigured read replica settings in the Elasticsearch cluster.",P2,database,synthetic_master
"PostgreSQL Primary ECONNREFUSED The PostgreSQL primary database experienced an ECONNREFUSED error on port 5432, leading to significant degradation in payment processing and customer complaints. A network misconfiguration caused the PostgreSQL primary instance to be unreachable, resulting in ECONNREFUSED errors.",P2,database,synthetic_master
"Redis Cache Cluster Exceeded Max Connections The Redis cache cluster in FinTechFlow's production environment exceeded its max_connections limit of 200, leading to connection errors and transaction failures, affecting payment processing for 50 million daily transactions. The number of concurrent connections to the Redis cluster surged beyond the configured limit of 200, overwhelming the available connections and causing connection exhaustion.",P2,database,synthetic_master
