number,incident_state,category,subcategory,symptom,impact_clean,urgency_clean,priority_clean,contact_type,reassignment_count,reopen_count,made_sla,mttr_minutes,assignment_group
INC0000525,Closed,Category 19,Subcategory 4,Symptom 134,Medium,Medium,P3,Phone,3,0,True,4711.0,Group 60
INC0000526,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,1388.0,Group 72
INC0000527,Closed,Category 53,Subcategory 114,Symptom 583,Medium,Medium,P3,Phone,0,0,True,654.0,Group 66
INC0000528,Closed,Category 61,Subcategory 164,Symptom 315,Low,Low,P4,Phone,1,0,True,2966.0,Group 73
INC0000530,Closed,Category 45,Subcategory 223,Symptom 4,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0000532,Closed,Category 45,Subcategory 200,Symptom 609,Low,Low,P4,Phone,1,0,True,1600.0,Group 33
INC0000534,Closed,Category 9,Subcategory 164,Symptom 609,Medium,Medium,P3,Phone,1,0,True,319.0,Group 27
INC0000535,Closed,Category 23,Subcategory 75,Symptom 4,Medium,Medium,P3,Phone,0,0,True,988.0,Group 70
INC0000536,Closed,Category 40,Subcategory 44,Symptom 208,Medium,Medium,P3,Phone,2,0,True,4346.0,Group 24
INC0000537,Closed,Category 45,Subcategory 223,Symptom 470,Medium,Medium,P3,Phone,0,0,True,32.0,Group 70
INC0000538,Closed,Category 20,Subcategory 103,Symptom 470,High,Medium,P2,Phone,0,0,False,1686.0,Group 25
INC0000539,Closed,Category 37,Subcategory 189,Symptom 87,Medium,Medium,P3,Phone,1,0,True,3109.0,Group 25
INC0000540,Closed,Category 45,Subcategory 29,,Medium,Medium,P3,Phone,0,0,True,34.0,Group 55
INC0000541,Closed,Category 23,Subcategory 3,Symptom 6,Medium,Low,P4,Phone,6,0,False,30187.0,Group 70
INC0000543,Closed,Category 34,Subcategory 112,Symptom 121,Medium,Medium,P3,Phone,0,0,True,426.0,Group 24
INC0000544,Closed,Category 9,Subcategory 164,Symptom 583,Low,Low,P4,Phone,0,0,True,3041.0,Group 30
INC0000545,Closed,Category 45,Subcategory 223,Symptom 6,Medium,Medium,P3,Phone,0,0,True,1.0,Group 70
INC0000547,Closed,Category 53,Subcategory 78,,Medium,Medium,P3,Phone,1,0,False,10333.0,Group 25
INC0000548,Closed,Category 42,Subcategory 224,Symptom 224,High,High,P1,Phone,0,0,False,4423.0,Group 31
INC0000549,Closed,Category 23,Subcategory 3,Symptom 592,Medium,Medium,P3,Phone,0,0,True,1567.0,Group 24
INC0000550,Closed,Category 9,Subcategory 164,Symptom 4,Medium,Low,P4,Phone,2,0,True,3268.0,Group 70
INC0000552,Closed,Category 53,Subcategory 303,Symptom 134,Medium,Medium,P3,Phone,2,0,True,3172.0,Group 39
INC0000553,Closed,Category 53,Subcategory 271,Symptom 470,Medium,Medium,P3,Phone,3,0,False,14563.0,Group 39
INC0000554,Closed,Category 61,Subcategory 164,Symptom 121,Medium,Medium,P3,Phone,1,0,True,2832.0,Group 73
INC0000557,Closed,Category 53,Subcategory 168,,Medium,Medium,P3,Phone,0,0,True,349.0,Group 23
INC0000558,Closed,Category 24,Subcategory 164,Symptom 315,Medium,Medium,P3,Phone,3,1,False,41800.0,Group 47
INC0000559,Closed,Category 24,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,2,0,True,4302.0,Group 23
INC0000561,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,3,0,False,30575.0,Group 48
INC0000564,Closed,Category 44,Subcategory 54,Symptom 470,Medium,Medium,P3,Phone,0,0,True,4427.0,Group 70
INC0000565,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,2,0,True,3331.0,Group 70
INC0000566,Closed,Category 45,Subcategory 94,,Medium,Medium,P3,Phone,1,0,False,14404.0,Group 14
INC0000568,Closed,Category 24,Subcategory 164,Symptom 474,High,Medium,P2,Phone,0,0,False,1675.0,Group 28
INC0000569,Closed,Category 45,Subcategory 150,Symptom 470,Medium,Medium,P3,Phone,1,0,False,30169.0,Group 10
INC0000570,Closed,Category 23,Subcategory 3,Symptom 471,Low,Low,P4,Phone,1,0,False,38856.0,Group 61
INC0000571,Closed,Category 53,Subcategory 303,Symptom 580,Medium,Medium,P3,Phone,1,0,True,159.0,Group 27
INC0000572,Closed,Category 61,Subcategory 283,Symptom 112,Medium,Medium,P3,Phone,2,0,False,70915.0,Group 74
INC0000574,Closed,Category 53,Subcategory 303,Symptom 486,Low,Low,P4,Phone,0,0,False,9022.0,Group 27
INC0000576,Closed,Category 26,Subcategory 175,Symptom 470,High,Medium,P2,Phone,0,0,False,3240.0,Group 28
INC0000577,Closed,Category 9,Subcategory 164,Symptom 529,Medium,Medium,P3,Phone,5,0,False,23076.0,Group 28
INC0000579,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,2,0,True,3397.0,Group 70
INC0000582,Closed,Category 23,Subcategory 75,Symptom 4,Medium,Medium,P3,Phone,0,0,True,1324.0,Group 72
INC0000583,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,706.0,Group 70
INC0000587,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000588,Closed,Category 40,Subcategory 44,Symptom 470,Medium,Medium,P3,Phone,0,0,True,29.0,Group 70
INC0000590,Closed,Category 53,Subcategory 303,Symptom 126,Low,Low,P4,Phone,2,0,True,2909.0,Group 24
INC0000591,Closed,Category 34,Subcategory 154,Symptom 102,Medium,Medium,P3,Phone,8,0,False,33239.0,Group 70
INC0000592,Closed,Category 26,Subcategory 175,Symptom 470,Medium,Medium,P3,Phone,2,0,True,4774.0,Group 54
INC0000594,Closed,Category 55,Subcategory 170,Symptom 107,Medium,Medium,P3,Phone,0,0,False,23095.0,Group 65
INC0000595,Closed,Category 53,Subcategory 114,Symptom 6,Medium,Medium,P3,Phone,2,0,False,23501.0,Group 70
INC0000596,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,2,0,True,1344.0,Group 24
INC0000597,Closed,Category 9,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,2,0,True,2754.0,Group 23
INC0000598,Closed,Category 53,Subcategory 271,Symptom 594,Medium,Medium,P3,Phone,0,0,True,3365.0,Group 54
INC0000599,Closed,Category 24,Subcategory 164,Symptom 117,Medium,Medium,P3,Phone,0,0,False,19190.0,Group 25
INC0000600,Closed,Category 32,Subcategory 9,Symptom 4,Low,Low,P4,Phone,1,0,True,1986.0,Group 20
INC0000602,Closed,Category 35,Subcategory 132,Symptom 404,Medium,Medium,P3,Phone,1,0,False,8601.0,Group 25
INC0000603,Closed,Category 9,Subcategory 164,Symptom 4,Low,Medium,P4,Phone,1,0,True,3239.0,Group 25
INC0000604,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000605,Closed,Category 53,Subcategory 271,,Medium,Medium,P3,Phone,2,0,False,23480.0,Group 70
INC0000606,Closed,Category 23,Subcategory 3,Symptom 470,Medium,Medium,P3,Phone,1,0,False,23026.0,Group 70
INC0000607,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,1,0,True,1672.0,Group 24
INC0000609,Closed,Category 53,Subcategory 225,Symptom 261,Medium,Medium,P3,Phone,2,0,False,23088.0,Group 68
INC0000610,Closed,Category 53,Subcategory 194,Symptom 6,Medium,Medium,P3,Phone,2,0,True,1467.0,Group 66
INC0000611,Closed,Category 20,Subcategory 125,Symptom 418,Medium,Medium,P3,Phone,1,0,True,1347.0,Group 24
INC0000612,Closed,Category 53,Subcategory 303,Symptom 580,Medium,Medium,P3,Phone,1,0,True,1449.0,Group 27
INC0000613,Closed,Category 53,Subcategory 271,,Medium,Medium,P3,Phone,2,0,True,1465.0,Group 23
INC0000614,Closed,Category 9,Subcategory 52,Symptom 607,Medium,Medium,P3,Phone,2,0,True,1743.0,Group 28
INC0000615,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,56.0,Group 55
INC0000617,Closed,Category 53,Subcategory 114,Symptom 605,Medium,Medium,P3,Phone,2,0,True,1383.0,Group 23
INC0000618,Closed,Category 45,Subcategory 208,,Medium,Medium,P3,Phone,0,0,True,200.0,Group 39
INC0000619,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,1,0,True,118.0,Group 49
INC0000620,Closed,Category 26,Subcategory 164,Symptom 116,Low,Low,P4,Phone,1,0,True,3206.0,Group 70
INC0000621,Closed,Category 61,Subcategory 164,Symptom 208,Medium,Medium,P3,Phone,1,0,True,2752.0,Group 73
INC0000622,Closed,Category 32,Subcategory 9,Symptom 4,Low,Low,P4,Phone,1,0,True,1511.0,Group 20
INC0000623,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,False,24509.0,Group 29
INC0000624,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,0,0,True,170.0,Group 70
INC0000625,Closed,Category 20,Subcategory 103,Symptom 4,High,Medium,P2,Phone,1,0,False,24264.0,Group 25
INC0000627,Closed,Category 37,Subcategory 135,Symptom 607,Medium,Medium,P3,Phone,1,0,False,8440.0,Group 49
INC0000628,Closed,Category 53,Subcategory 168,Symptom 246,Medium,Medium,P3,Phone,0,0,True,3196.0,Group 28
INC0000630,Closed,Category 53,Subcategory 271,Symptom 470,Medium,Medium,P3,Phone,1,0,True,1520.0,Group 28
INC0000631,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,2986.0,Group 25
INC0000632,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,1,0,False,8989.0,Group 27
INC0000633,Closed,Category 61,Subcategory 16,Symptom 121,Medium,High,P2,Phone,0,0,False,2741.0,Group 73
INC0000634,Closed,Category 53,Subcategory 168,Symptom 607,Medium,Medium,P3,Phone,1,0,True,4614.0,Group 30
INC0000637,Closed,Category 43,Subcategory 105,Symptom 4,High,Medium,P2,Phone,1,0,False,2758.0,Group 39
INC0000638,Closed,Category 9,Subcategory 164,Symptom 470,Medium,High,P2,Phone,0,0,False,92.0,Group 23
INC0000644,Closed,Category 32,Subcategory 9,Symptom 470,Medium,Medium,P3,Phone,0,0,False,16295.0,Group 70
INC0000645,Closed,Category 45,Subcategory 200,,Medium,High,P2,Phone,0,0,False,178.0,Group 39
INC0000648,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,0,0,True,2995.0,Group 25
INC0000649,Closed,Category 32,Subcategory 9,Symptom 4,Low,Low,P4,Phone,10,0,False,14593.0,Group 56
INC0000650,Closed,Category 45,Subcategory 200,,Medium,High,P2,Phone,0,0,False,179.0,Group 39
INC0000651,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,1,0,False,18594.0,Group 23
INC0000653,Closed,Category 43,Subcategory 105,,Medium,Medium,P3,Phone,0,0,True,183.0,Group 39
INC0000654,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,0,0,True,1727.0,Group 23
INC0000655,Closed,Category 53,Subcategory 271,,Medium,Medium,P3,Phone,2,0,True,2752.0,Group 28
INC0000660,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000661,Closed,Category 45,Subcategory 229,Symptom 208,High,High,P1,Phone,0,0,False,353.0,Group 15
INC0000664,Closed,Category 34,Subcategory 151,Symptom 208,Medium,Medium,P3,Phone,0,0,True,10.0,Group 24
INC0000665,Closed,Category 55,Subcategory 170,Symptom 238,Medium,Medium,P3,Phone,0,0,False,22996.0,Group 65
INC0000666,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,0,0,True,146.0,Group 70
INC0000668,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,13174.0,Group 73
INC0000669,Closed,Category 20,Subcategory 125,Symptom 607,Medium,Medium,P3,Phone,5,0,True,4081.0,Group 24
INC0000670,Closed,Category 34,Subcategory 162,,Medium,Medium,P3,Phone,1,0,True,1536.0,Group 59
INC0000672,Closed,Category 37,Subcategory 135,Symptom 257,Medium,Medium,P3,Phone,0,0,False,30432.0,Group 48
INC0000673,Closed,Category 53,Subcategory 303,Symptom 387,Low,Low,P4,Phone,1,0,True,2807.0,Group 27
INC0000674,Closed,Category 34,Subcategory 112,,Medium,Medium,P3,Phone,1,0,True,2835.0,Group 73
INC0000675,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,231.0,Group 30
INC0000676,Closed,Category 45,Subcategory 229,Symptom 276,Medium,Medium,P3,Phone,3,0,True,2677.0,Group 6
INC0000677,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,3,0,False,36127.0,Group 20
INC0000678,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,1,0,True,4607.0,Group 39
INC0000679,Closed,Category 20,Subcategory 103,Symptom 387,Low,Low,P4,Phone,1,0,True,4542.0,Group 25
INC0000681,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,0,0,False,30419.0,Group 48
INC0000682,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000686,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000687,Closed,Category 17,Subcategory 12,,Low,Medium,P4,Phone,1,0,True,2664.0,Group 69
INC0000688,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,214.0,Group 30
INC0000692,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,213.0,Group 30
INC0000694,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,211.0,Group 30
INC0000695,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,211.0,Group 30
INC0000696,Closed,Category 24,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,2,0,True,3005.0,Group 28
INC0000697,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,209.0,Group 30
INC0000698,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,208.0,Group 30
INC0000699,Closed,Category 44,Subcategory 54,Symptom 4,Medium,Medium,P3,Phone,0,0,True,196.0,Group 67
INC0000700,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,207.0,Group 30
INC0000702,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,205.0,Group 30
INC0000703,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,0,0,True,205.0,Group 30
INC0000704,Closed,Category 53,Subcategory 13,Symptom 571,Medium,Medium,P3,Phone,0,0,True,4494.0,Group 25
INC0000705,Closed,Category 51,Subcategory 301,,Medium,Medium,P3,Phone,3,0,True,4226.0,Group 24
INC0000706,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,True,13.0,Group 70
INC0000708,Closed,Category 37,Subcategory 135,Symptom 4,Medium,Medium,P3,Phone,1,0,True,141.0,Group 55
INC0000709,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0000710,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,5,0,False,19105.0,Group 70
INC0000712,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,88.0,Group 64
INC0000715,Closed,Category 61,Subcategory 164,Symptom 114,Medium,Medium,P3,Phone,0,2,False,13113.0,Group 73
INC0000717,Closed,Category 53,Subcategory 168,,Medium,Medium,P3,Phone,1,0,True,2798.0,Group 30
INC0000720,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,0,0,False,22917.0,Group 65
INC0000722,Closed,Category 37,Subcategory 135,Symptom 4,Medium,Medium,P3,Phone,1,0,True,22.0,Group 49
INC0000723,Closed,Category 9,Subcategory 202,Symptom 70,Medium,High,P2,Phone,2,0,False,33061.0,Group 70
INC0000727,Closed,Category 51,Subcategory 301,,Medium,Medium,P3,Phone,4,0,False,20510.0,Group 70
INC0000728,Closed,Category 53,Subcategory 303,Symptom 387,Low,Medium,P4,Phone,1,0,True,2787.0,Group 30
INC0000729,Closed,Category 45,Subcategory 223,,Low,Low,P4,Phone,1,0,True,2618.0,Group 39
INC0000730,Closed,Category 45,Subcategory 223,Symptom 470,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000733,Closed,Category 23,Subcategory 75,Symptom 4,Medium,Medium,P3,Phone,2,0,False,24784.0,Group 70
INC0000734,Closed,Category 8,Subcategory 291,,Medium,Medium,P3,Phone,1,0,True,3030.0,Group 53
INC0000735,Closed,Category 53,Subcategory 303,Symptom 4,Medium,Medium,P3,Phone,4,0,True,2694.0,Group 27
INC0000738,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,True,72.0,Group 39
INC0000740,Closed,Category 53,Subcategory 271,,High,Medium,P2,Phone,2,0,False,9956.0,Group 25
INC0000741,Closed,Category 37,Subcategory 135,Symptom 495,Medium,Medium,P3,Phone,0,0,False,18828.0,Group 49
INC0000742,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0000743,Closed,Category 42,Subcategory 106,,Medium,Medium,P3,Phone,1,0,True,84.0,Group 39
INC0000745,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,83.0,Group 23
INC0000746,Closed,Category 34,Subcategory 154,Symptom 102,Medium,Medium,P3,Phone,0,0,True,25.0,Group 24
INC0000747,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,0,0,False,11561.0,Group 70
INC0000748,Closed,Category 55,Subcategory 170,Symptom 4,Medium,Medium,P3,Phone,0,0,True,1636.0,Group 65
INC0000749,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,1,0,True,125.0,Group 64
INC0000750,Closed,Category 51,Subcategory 301,,Medium,Medium,P3,Phone,2,0,True,1442.0,Group 28
INC0000751,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,1,0,True,114.0,Group 64
INC0000752,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,0,0,True,2734.0,Group 30
INC0000753,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0000754,Closed,Category 34,Subcategory 112,,Medium,Medium,P3,Phone,3,0,False,22677.0,Group 73
INC0000757,Closed,Category 42,Subcategory 31,Symptom 4,Medium,Medium,P3,Phone,0,0,True,34.0,Group 39
INC0000759,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,0,0,True,82.0,Group 27
INC0000760,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,0,0,True,87.0,Group 46
INC0000761,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,True,1486.0,Group 27
INC0000763,Closed,Category 20,Subcategory 125,Symptom 6,Medium,Medium,P3,Phone,0,0,True,60.0,Group 27
INC0000764,Closed,Category 53,Subcategory 153,Symptom 387,Medium,Low,P4,Phone,6,0,False,22795.0,Group 51
INC0000765,Closed,Category 9,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,7,0,False,22682.0,Group 25
INC0000767,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,1,0,True,4160.0,Group 24
INC0000768,Closed,Category 40,Subcategory 44,,Medium,Medium,P3,Phone,4,0,True,4579.0,Group 70
INC0000769,Closed,Category 23,Subcategory 75,Symptom 4,Medium,Medium,P3,Phone,2,0,True,4444.0,Group 54
INC0000771,Closed,Category 44,Subcategory 54,,Medium,Medium,P3,Phone,0,0,False,52903.0,Group 5
INC0000772,Closed,Category 46,Subcategory 245,Symptom 266,Medium,Medium,P3,Phone,7,0,False,20141.0,Group 57
INC0000773,Closed,Category 53,Subcategory 173,Symptom 4,Medium,Medium,P3,Phone,1,0,False,12752.0,Group 73
INC0000774,Closed,Category 53,Subcategory 114,Symptom 37,Medium,Medium,P3,Phone,4,0,True,3047.0,Group 70
INC0000775,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,67.0,Group 10
INC0000777,Closed,Category 24,Subcategory 228,,High,Medium,P2,Phone,0,0,False,17.0,Group 25
INC0000778,Closed,Category 45,Subcategory 229,,Medium,Medium,P3,Phone,2,0,True,4477.0,Group 6
INC0000780,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,0,0,True,142.0,Group 27
INC0000782,Closed,Category 42,Subcategory 31,Symptom 4,Medium,Medium,P3,Phone,0,0,False,21622.0,Group 3
INC0000783,Closed,Category 34,Subcategory 154,,Medium,Medium,P3,Phone,10,0,False,31427.0,Group 23
INC0000784,Closed,Category 22,Subcategory 40,Symptom 4,Medium,Medium,P3,Phone,0,0,False,63379.0,Group 75
INC0000785,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,1,0,False,11566.0,Group 23
INC0000786,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,2586.0,Group 39
INC0000790,Closed,Category 45,Subcategory 150,Symptom 529,Medium,Medium,P3,Phone,1,0,False,32687.0,Group 10
INC0000791,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,0,0,True,1306.0,Group 20
INC0000792,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,3020.0,Group 70
INC0000794,Closed,Category 26,Subcategory 164,Symptom 387,Medium,Medium,P3,Phone,0,0,False,9720.0,Group 29
INC0000795,Closed,Category 61,Subcategory 16,,Medium,Medium,P3,Phone,0,0,True,2473.0,Group 73
INC0000797,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,0,0,False,8219.0,Group 72
INC0000798,Closed,Category 45,Subcategory 223,Symptom 470,Medium,Medium,P3,Phone,1,0,True,2582.0,Group 39
INC0000801,Closed,Category 8,Subcategory 156,Symptom 270,Low,Low,P4,Phone,0,0,True,2935.0,Group 53
INC0000802,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,3,0,True,2512.0,Group 30
INC0000804,Closed,Category 61,Subcategory 164,Symptom 486,Medium,Medium,P3,Phone,2,0,False,12756.0,Group 73
INC0000807,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,1,0,True,4457.0,Group 20
INC0000809,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,1,0,True,2877.0,Group 29
INC0000810,Closed,Category 53,Subcategory 127,Symptom 4,Medium,Medium,P3,Phone,1,0,False,14466.0,Group 66
INC0000811,Closed,Category 24,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,1,0,True,1089.0,Group 28
INC0000812,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,0,0,True,1314.0,Group 25
INC0000814,Closed,Category 53,Subcategory 117,Symptom 4,Medium,Medium,P3,Phone,0,0,True,2530.0,Group 27
INC0000817,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,3,0,True,4553.0,Group 70
INC0000818,Closed,Category 24,Subcategory 164,Symptom 581,Medium,Medium,P3,Phone,0,0,True,2826.0,Group 24
INC0000820,Closed,Category 34,Subcategory 112,Symptom 134,Medium,Medium,P3,Phone,18,0,False,50390.0,Group 24
INC0000821,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,1,0,False,20596.0,Group 70
INC0000822,Closed,Category 9,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,0,0,True,1076.0,Group 24
INC0000823,Closed,Category 37,Subcategory 189,Symptom 208,Medium,Medium,P3,Phone,0,0,True,1448.0,Group 70
INC0000824,Closed,Category 55,Subcategory 270,Symptom 426,Medium,Medium,P3,Phone,10,0,False,12678.0,Group 33
INC0000825,Closed,Category 26,Subcategory 164,,Medium,Medium,P3,Phone,1,0,True,4108.0,Group 30
INC0000826,Closed,Category 35,Subcategory 28,Symptom 605,Medium,Medium,P3,Phone,2,0,True,2913.0,Group 24
INC0000827,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,1662.0,Group 70
INC0000828,Closed,,,,High,Medium,P2,Phone,0,0,False,1063.0,
